eq;parm;estimate;stderr;z;p;min95;max95
Hasoverheid_kw_dienstenGrowth;dist_airport_km_2019;.0036555710286067;.0004686517034078;7.800187222249244;6.18153966531e-15;.0027370305686341;.0045741114885792
Hasoverheid_kw_dienstenGrowth;dist_highway_km_2018;.0042345941991364;.0082842009170687;.5111650769371668;.6092354704522727;-.012002141239012;.0204713296372847
Hasoverheid_kw_dienstenGrowth;dist_seaport_km_2019;.0007394445522952;.0003640439666675;2.031195734581813;.0422351429159032;.0000259314888379;.0014529576157526
Hasoverheid_kw_dienstenGrowth;dist_train_km_2019;-.02639351493881;.003227218172723;-8.178410484265504;2.87612543481e-16;-.0327187463276003;-.0200682835500198
Hasoverheid_kw_dienstenGrowth;dist_urbancontour_km_2000;-.3747649762504446;.0273670643994774;-13.69401448324873;1.10246003394e-42;-.4284034368360087;-.3211265156648806
Hasoverheid_kw_dienstenGrowth;ln_tt_100kinhab_min_2017;-.6866414849770525;.0395009852560791;-17.38289514870722;1.11195398203e-67;-.7640619934328151;-.6092209765212898
Hasoverheid_kw_dienstenGrowth;uai_2018;1.615858197664572;.446589706238261;3.618216396601161;.0002966403234589;.7405584575712576;2.491157937757886
Hasoverheid_kw_dienstenGrowth;landprice_2007;.0002985931080804;.0000521022668395;5.730904357768408;9.98965845668e-09;.000196474541562;.0004007116745988
Hasoverheid_kw_dienstenGrowth;vinex;1.099443343469616;.0684136598067578;16.07052373130044;4.10602544673e-58;.9653550341977956;1.233531652741437
Hasoverheid_kw_dienstenGrowth;natura2000;-.9314781162416236;.1925425815091569;-4.837777227980733;1.31299180923e-06;-1.308854641489939;-.5541015909933082
Hasoverheid_kw_dienstenGrowth;bundelingsgebieden;-.276346287950048;.0341526736755462;-8.091497918299604;5.89354004814e-16;-.3432842983298678;-.2094082775702282
Hasoverheid_kw_dienstenGrowth;bufferzones_2005;-.0662940605004758;.0188844905796828;-3.510502982367944;.0004472597907879;-.1033069819030401;-.0292811390979116
Hasoverheid_kw_dienstenGrowth;ehs_1990;-.7435239992954191;.1021532470933118;-7.27851556804893;3.37513289482e-13;-.9437406845021312;-.543307314088707
Hasoverheid_kw_dienstenGrowth;o.groenehart_2004;0;0;;;0;0
Hasoverheid_kw_dienstenGrowth;lu_share_agriculture_2000;2.784196089831672;1.90626950001802;1.460546942499658;.1441398160494541;-.9520234750308232;6.520415654694166
Hasoverheid_kw_dienstenGrowth;lu_share_construction_2000;4.280150132409421;1.912698732220295;2.237754467187285;.0252370711868467;.5313295039822235;8.028970760836618
Hasoverheid_kw_dienstenGrowth;lu_share_infrastructure_2000;2.247549084699326;1.910384910393332;1.176490178744436;.2393990547585316;-1.496736536280384;5.991834705679034
Hasoverheid_kw_dienstenGrowth;lu_share_nature_2000;2.414454610384792;1.912019511444764;1.262777181892028;.2066692672838135;-1.333034769784815;6.161943990554398
Hasoverheid_kw_dienstenGrowth;lu_share_otherbuiltup_2000;6.481364669746439;1.906658369835785;3.399331926623362;.0006755068281753;2.74438293404645;10.21834640544643
Hasoverheid_kw_dienstenGrowth;lu_share_residential_2000;6.014240899339559;1.906265717101012;3.154985606353884;.0016050602366523;2.278028748858157;9.750453049820962
Hasoverheid_kw_dienstenGrowth;lu_share_urbangreen_2000;5.014613653407737;1.906653353832605;2.630060489667801;.0085369676671058;1.277641748893326;8.751585557922146
Hasoverheid_kw_dienstenGrowth;lu_share_water_2000;-.6469366900083323;1.92145945608663;-.3366902632054105;.7363504041035531;-4.412928021692048;3.119054641675383
Hasoverheid_kw_dienstenGrowth;lu_simpson_diversity_index_2000;-208.487726711248;6.228148033885266;-33.47507566887238;1.1112876058e-245;-220.6946725480471;-196.280780874449
Hasoverheid_kw_dienstenGrowth;_cons;-5.930538995442075;1.913802751349553;-3.098824573880483;.0019429002424908;-9.681523461600863;-2.179554529283287
